review_sentence,arousal,valence,cuisine
 i love the lemon and cilantro combination so i added more of both,5.235505617977529,7.958425925925926,Thai
 i used a coffee grinder to grind the toasted rice,4.626177972966271,5.354457356635519,Thai
 thanks for posting,3.9938669438669443,6.359337979094077,Thai
  /  /  chocho  easy to do and very good,4.952486772486774,7.31032738095238,Thai
" used ground pork instead, but everything else the same",4.431453362255965,4.9526353790613715,Thai
 made for zwt4,4.2,5.96,Thai
was fun to make my own curry and it was very good,5.100678805488438,7.127399162448945,Thai
 5 stars for the homemade curry paste,4.625808073435209,6.908278651685395,Thai
 i served this over udon noodles,5.41,5.66,Thai
 be sure to buy peeled and deveined shrimp,3.735524555340668,6.621918136134432,Thai
 i didn't think about it and it was a process to peel and devein 2 and a half pounds of shrimp,4.455691750688978,6.033608700124012,Thai
"  2 my husband gave this recipe ""12 stars"" last night (out of 10), and i have to agree it is excellent",4.196658670801181,6.902612456887775,Thai
 i would say restaurant quality,4.90218415417559,6.485726744186046,Thai
 i used green beans from the garden and cooked them until tender (8 minutes),4.454717855002819,6.224587856740623,Thai
" i only  used 1 lb of shrimp and it was a decent amount, and also omitted the jalapenos to lessen the heat",4.849222107148872,5.067399778154328,Thai
 decided to splurge and use full fat coconut milk (instead of light) and it was the right decision,4.2163709384074615,5.70330424269559,Thai
" so delicious, especially with the squeeze of fresh lime over the finished dish, the flavors really popped",4.029227855757724,5.909927978693481,Thai
 served over jasmine rice,4.467755102040817,6.211111111111112,Thai
" thanks a bunch, dr",4.05,7.73,Thai
 [made for zaar chef alphabet soup]  /  /  averybird  2 we all enjoyed this curry very much,3.683202221291526,6.626311655226742,Thai
 we did not have problems for the preparation and we liked the beans too,5.131998996487707,5.735168661588684,Thai
 thanks for posting this recipe,4.160017770301463,6.505074859924681,Thai
"<br/>like in asia (especially in thailand), vegetables are never overcooked  preserving their vitamins very well",4.56,7.67,Thai
 some people said that green beens need a longer cooking time (about 15 minutes),4.826416293941119,6.447422029257436,Thai
"  i also consider that cooking is a form of injury to the plant, but maybe the heat deactivates the cyanide that is then released",5.131428075197632,4.865036503757494,Thai
 not all kind of green beans have the same content of the toxic substance (phasin),4.98961080612001,5.476301703061417,Thai
  /  /  artandkitchen  2 this was terrific,6.23,8.16,Thai
  i halved the recipe and used less than 1/2 of a fresh jalapeno (wimpy,3.5749762282091924,5.975970690436621,Thai
) and it still had just the right amount of a noticeable kick,4.935315827204418,5.675099611339114,Thai
 i used my hand,4.336167400881058,5.298601398601399,Thai
held immersion blender to chop up all of the indicated ingredients,6.1,5.28,Thai
" will be making this again, soon",3.8379886999118327,6.354308502884275,Thai
"  /  /  linky  1 very much enjoyed, thank you",3.33,7.77,Thai
"   since i had a surfeit of broccoli and no green beans, i used the broccoli, hope you dont mind, it was very good",4.8320058811174125,6.292537839455889,Thai
"  served with steamed white rice for a really good dinner, definitely a keeper",4.841051756232253,6.3318151809307235,Thai
this is absolutely delicious,5.338619469026549,6.771876923076924,Thai
" substituted chilies for cored/deseeded jalapeños, bulked up a little more on the vegetables",2.67,6.09,Thai
" so, so yummy",4.48,7.52,Thai
 give it a try,5.9631453362255975,6.815742574257426,Thai
  /  /  tracy carlin  2 it was really good,4.823737574552683,6.66608843537415,Thai
 i used 2 thai bird chilies and that was nice mild heat,4.693037346481802,5.671476172819059,Thai
 recipe didn’t say when to add bell peppers so i added it at the same time as onions,4.3549455309931835,6.189676743365769,Thai
 i also used ground beef cause i had some available,4.440836777030829,5.576639393332803,Thai
 i would use a little less fish sauce and maybe add a squeeze of lime juice next time,4.40712641500502,5.976445881770916,Thai
 really good as lettuce wrap filling,4.8608912709148795,6.285096039877251,Thai
 it was a quick recipe,5.594909560723513,6.7453271028037385,Thai
 great for weeknight meal,4.475659050966607,7.271428571428572,Thai
  /  /  wcfoodee  1 this was a snap and absolutely delicious,4.972319968120837,6.254573523638252,Thai
i had some tenderloin flap meat i'd trimmed off a whole tenderloin and used it,4.114840544297931,5.655769291712882,Thai
this recipe will be a staple,3.545217253157518,6.58747178329571,Thai
"quick, delicious and easy",4.69616724738676,7.242994652406417,Thai
  /  /  crfdc  1 great recipe ,4.314456066945606,7.145454545454545,Thai
 also good with chicken instead of beef :)  /  /  steph_wood6  1 lawd this was good,4.559404338011124,6.9166881295646725,Thai
"  i loooove thai foods so i've finally given up and decided to move to thailand, i'm not kidding",5.618557088415343,6.266946437960975,Thai
  on my honor,4.360703125000001,7.071842900302116,Thai
i must say that this is a wonderful recipe,4.504168466522678,7.1104651162790695,Thai
" 

when i made this the first time i had a taste of the dressing just to make sure and i thought i was headed for a disaster given its weird taste, a sourish and saltish flavor",4.6265537042262785,5.7018207639930605,Thai
" 

but when i started tossing the greens together the aroma of the different spices was heavenly",4.3238369641602254,7.056757891038279,Thai
"

when i combined the greens and the dressing, the taste was wonderful",4.523756340183646,6.397019883426482,Thai
 i was so wrong about the taste,5.256455142231948,4.899540983606558,Thai
" 

i've replaced beef with roast chicken and it tastes just as great",4.5473471701774315,6.536294349997628,Thai
" 

i made this for a party and separated it into three parts since i have vegetarian friends coming over and they loved it",5.58463435724763,6.5679758577931375,Thai
 it makes a great vegetarian salad,4.047996356477537,6.138668683812405,Thai
  /  /  chap heng  25 this recipe is fabulous,4.770131291028447,7.354458598726115,Thai
 i didn't have any red chilies so i used one deseeded jalepeno and followed the recipe exactly other than that,4.144448920642066,5.826586366562786,Thai
 my husband even loved it and he's super picky,4.383940186760833,7.061467805715956,Thai
 thanks for a great summer salad i'll use over and over again,4.305892560181407,6.671599961175632,Thai
"<br/>by the way, whole foods carries the lime leaves  /  /  teachermisslisa  2 my o my, this was a very good dish",4.666041348039881,6.428032204622062,Thai
"  i too was unsure about the dressing, the aroma of the fish sauce alarmed me",4.2232723415922315,5.899685324386617,Thai
"  but, once everything is pulled together and you take a bite, wow, your taste buds are assaulted with sweet, sour, salty, spicy",5.721876555500249,6.033190892441974,Thai
  it's wonderful,4.57,7.41,Thai
"

i used a bag of ""spring mix"" greens from the grocery store here in the chicago area, and followed the recipe as kitchenmaniac writes it",4.451729639088604,5.900729261855583,Thai
"  great recipe km, thanks a lot for another great recipe",4.4577149488867045,6.958959198561912,Thai
  /  /  hey jude  2 this salad is called num tok on thai menus,3.5194761526284326,5.761464298658933,Thai
waterfall,5.37,7.88,Thai
" and can also describe a meat soup, but most typically refers to the meat salad",3.8985614177389887,6.002499886007266,Thai
 the salad is also enjoyed by the lao people,5.00283717671575,7.0446484375,Thai
"

i will be making this tonight",3.449125229103319,6.362247838616714,Thai
m glad i ran across this recipe because i was trying to figure out what to do with this sirloin tip steak i,4.816723876755988,6.3839329389241355,Thai
 i can,3.14,6.41,Thai
t believe this wasn,3.33,7.05,Thai
"t the first thing i thought of, i",4.862551984877126,6.9093006993007,Thai
ve been making num tok for at least 6 years now,4.2,6.24,Thai
"

this is a great basic recipe although i offer these few suggestions to folks who are trying this for the first time",5.055293007354766,6.491839430316249,Thai
"unless you are fond of bland food (i mean no offence,  a lot of people eat bland food because they can",4.597631246082173,5.85318782149145,Thai
t handle powerful flavors and spices and the salt paranoia of late has people making tragically unsalted dishes) i recommend seasoning the meat,4.668614234719476,5.634717994317119,Thai
" at least salt and pepper, and if you are grilling, don",4.53,6.05,Thai
"t oil the meat, oil the grill grate",4.49621088942621,5.66952969271152,Thai
" (just my opinion, oil lets too much of the spice fall off when grilling",4.321717691682471,5.112310960067969,Thai
" kitchenmaniac has no seasoning in this recipe, so if you go that route, oiling the meat is just fine",3.7843506731766388,6.441933300242516,Thai
")

a nice perforating of the meat with a fork or better yet a culinary needler, also called a tenderizer and a few hours in a marinade that is similar or just like the sauce in this recipe will amp this recipe up nicely",4.073666889881747,6.418770830815863,Thai
the kaffir and mint leaves are a bit out of the usual,4.7090465095167495,5.57644147244835,Thai
 no problem using them but i can,3.9957926318998904,5.074799219565316,Thai
t stand kaffir lime leaf for some reason except a little bit in a red curry paste and a touch in a tom yum goong soup,4.226803968201556,6.103149015377018,Thai
"

this mint in this recipe would be replaced with thai basil more traditionally in my experience",4.053766203453802,6.565464563855299,Thai
 use the mint for mojitos,4.582612244897959,6.030962962962963,Thai
grilling the chilies a little bit will alter their flavor in a good way,4.295665799573496,5.957737973328828,Thai
 do this ahead of time and pop them in the fridge to make them cool,4.130318958323887,6.150570982207224,Thai
"

if you really like thai level heat, mince one or two (depending on the punishment you deserve) thai hot peppers in to the dressing (also often called bird",4.0487249307863316,5.7252066254063925,Thai
s eye chilies),3.95,6.18,Thai
 they are nuclear like habaneros but like habaneros are to mexican food they have a distinct flavor only a thai hot can give,4.325056325970442,6.915130364337185,Thai
"

almost any variety of vegetable would be good with this salad",4.277479033856579,6.527113485616933,Thai
" broccoli and cauliflower would be a bit weird i think but i would use tomato, cucumber, julienned or shredded carrot, shredded or finely cut cabbage or baby bok choy",4.406150719468813,5.91851642238585,Thai
even fresh squash like yellow or zucchini thinly cut or julienned if i had on hand,3.745342084083525,6.167748996921511,Thai
" may be a step out of traditional, but delicious",5.114793473153646,6.049405728926354,Thai
the dressing is straight up the mother,4.341521252796421,7.177556561085973,Thai
"s milk of thai style sauces and can be used for dipping thai summer rolls in, instead of or along with the typical peanut sauce typically served with summer rolls, but add a little water for use as a dip to soften it a bit",4.176209989998239,5.981940175371963,Thai
"

also, i tend to not use as much sugar",4.993032258064516,6.081522491349482,Thai
 thai restaurants sweeten dishes for the america palette just like chinese places do,4.439268917454125,6.37993392809704,Thai
t really eat everything so sweet and they do not sprinkle peanuts over everything,4.44513233701645,6.950909651758657,Thai
 play around with the balance of ingredients for the sauce and you,3.9764818435921736,7.043763965277317,Thai
ll get it just right for you,4.253131749460043,6.72107843137255,Thai
" you may like sweet, but not me",4.4,7.44,Thai
not for dinner at least,5.43,7.16,Thai
 this recipe is pretty much straight down the line what you will read all over and is tried and true though,4.66375375132254,6.449361876147859,Thai
"

props to kitchenmaniac for not sprinkling peanuts all over this salad",3.81,5.74,Thai
" peanuts, contrary to a lot of people",5.731924778761062,6.471693811074919,Thai
s thinking does not make dishes ,4.939345071087677,5.959816215625768,Thai
 there are a few thai dishes peanuts are called for,4.84375,5.5090784982935155,Thai
 this is not one of them,2.67,6.09,Thai
"finally, it is traditional to sprinkle a little ground roasted rice on this salad",3.637475472814528,5.908956149304132,Thai
 roast uncooked rice in a pan or toaster oven just until they begin to turn yellowish/light brown then finely grind in a spice grinder or mortar and pestle,3.961221316257002,5.750638940732425,Thai
 make a batch and it keeps for a very long time on the spice shelf/rack,3.993161945808457,6.030847717370456,Thai
ll be sorry you have missed all this time,4.889004144867491,4.667344929542024,Thai
for most people at least,5.94,7.33,Thai
"

i love num tok",6.44,8.72,Thai
 if you can,3.14,6.41,Thai
t tell by now,5.26,5.42,Thai
  /  /  kennifira malcom sh  1 see 1  excellent,4.434709193245778,6.858356940509914,Thai
  i made extra batch of the dressing and let the cooked meat (i used flank steak) marinate in it for a few hours,4.017155044528018,6.024253973078553,Thai
"  i didn't use very many of the red peppers, only used one",4.100804040803546,5.637331320828211,Thai
"  also, i tossed the salad with sesame oil first so the dressing would have something to stick to",4.278511957350156,5.502375868389627,Thai
  there was chili pepper flakes on the side so people could add heat if they liked,4.934943134233176,5.999419871450673,Thai
thank you,3.33,7.77,Thai
  /  /  starcry  amazing,6.05,7.72,Thai
 i discovered this recipe back in 2012 and i’ve been making it ever since,4.121020080969792,6.2837566985017865,Thai
" as written, it’s a wonderful recipe that’s flavorful and easy",4.497182388430293,7.107226940216934,Thai
 i always believe that a recipe should be reviewed as is before tweaking it,3.7507637231503583,6.695129224652089,Thai
" so that being said, here are all the changes i made after trying this already great recipe (to my preferences) added in an extra tbsp of the curry and sambal",4.479567177361192,6.301506870597043,Thai
" after sautéing it i added garlic, onion, ginger, snow peas, and shiitake mushrooms",5.75,7.08,Thai
" used light coconut milk (makes it less rich) less fish sauce, and add sriracha",4.018013136031333,5.924287352577979,Thai
 and along with the lime and peanuts i topped with green onions and cilantro,4.030675675675676,6.135675675675675,Thai
 this recipe is even great with tofu,3.8647295169969897,7.127809081869406,Thai
 i’m making again with chicken thighs tomorrow,3.741052631578947,6.212688524590164,Thai
 thanks so much for the great recipe,4.223670857477819,7.337765592871831,Thai
" it’s warm, spicy and creamy, and super easy to make",4.741129296127295,6.623109999103131,Thai
  this is by far my favorite recipe,4.430825688073394,7.09201680672269,Thai
 thank you,3.33,7.77,Thai
 we've made it multiple times and love it,4.939304768885632,7.094430908458058,Thai
"  wow, by far the best curry recipe i've found",4.585094315674564,6.6118668137605905,Thai
 because i like the heat i added another tbl of curry & an extra tsp of sambal,4.518908847258809,6.048259389454209,Thai
 could had added more but the wife wouldn't appreciate that,4.0211409395973154,6.892857142857142,Thai
" i also used 2/3 cup of peanut butter in all & topped with cilantro, green onion & peanuts",3.745938411980438,5.546664880671878,Thai
"
thanks for a great recipe",4.223670857477819,7.337765592871831,Thai
  /  /  thunt618  excellent ,5.15,7.56,Thai
 dh and i are on a health kick and this was very easy to lighten up,3.9598296354992075,6.153362264036721,Thai
" we used lite coconut milk, cut the oil for sauteing chicken in half",4.287715818713098,4.950916314880996,Thai
 with these two adjustments it cuts the calories almost in half,4.2076891615541925,4.869042904290429,Thai
 this is so very good,5.43,7.47,Thai
 thanks heidisue  /  /  penny_7557206 ,4.05,7.73,Thai
this pad thai was great,4.14,7.5,Thai
"  i recomend doubling the sauce (fish sauce, vin, black pepper, brown sugar",4.769734893179022,6.239168819672469,Thai
)  i also add red pepper flakes for heat,5.462778360243236,5.639082354770977,Thai
  what i did do is get the pot of water boiling then turned the heat down to mid low while adding the pasta,4.7229103143726245,5.3213466816081745,Thai
  then i stired it a few times and 10,4.64,5.58,Thai
14mins later they were done in time to be added to dish,4.758942047938603,6.094743351715746,Thai
"

oh and before i forget",4.43,3.73,Thai
 add just a lil less vinager than it calls for,5.026375,5.717964285714285,Thai
"

thanks again for the recipe",4.257373271889401,7.2665680473372785,Thai
  /  /  rand0mh3r0  5 i have made this for myself for a while and enjoyed a lot,4.925843714609287,6.4841437941182125,Thai
 and then i made it for my boyfriend,4.489015151515152,6.298218390804598,Thai
 thanks for the recipe,4.257373271889401,7.2665680473372785,Thai
" i double the sauce ingredients, increase the chicken to four breasts, and use snow peas instead of beansprouts, but the rest is perfect",3.837267189193902,6.5190316999420554,Thai
  /  /  joani bond  2 i just wanted to add some tips for this,5.0139662743485465,6.029321193587054,Thai
i have made pad thai many times & took cooking classes in thailand,4.6515087757166285,5.676505099209659,Thai
"this sauce is really a ""drunken noodle"" without basil",4.051021066474777,6.244631390266146,Thai
if you soak the noodles in warm water for 20 minutes they come out great,4.194547198761597,6.2058256766414805,Thai
"no cooking,this is how i was taught",5.39,5.96,Thai
tamarind juice is the real ingredient used and thai soy sauce that has more of a boullion/caramel taste to it than regular soy,4.288692453031311,6.289472022285931,Thai
"i am not trying to to be petty,just trying to enlighten",5.399038285400257,6.2975925925925935,Thai
"also blanch your mungs sprouts first,much better that way",4.576,6.165629629629629,Thai
there are so many americanized versions of pad thai but the authentic ones have very simple ingredients,4.195571474222412,6.118287537184907,Thai
  /  /  somogirl  2 it is a great receipe,4.14,7.5,Thai
" i believe when stir the bean sprouts quickly is also important because the longer the cooking time, the more water comes out and make the noodle more sticky",5.006204934686846,6.001499340314437,Thai
  /  /  stella yuen  2 i doubled the sauce ingredients like others suggested and the dish turned out amazing,5.227008933087834,6.2932299030472265,Thai
 i like to drench my pad thai with lots of lime juice as well,4.543141634080663,6.915625079553728,Thai
i followed the recipe almost exactly,4.27624703087886,6.061347517730496,Thai
 i always do so i can fairly rate a recipe,4.472774017795818,6.486112390603409,Thai
" the only thing i did different was just dumped the chicken and marinade in a pan and fried it, then served it all over a bed of chinese noodles i found in the asian section of my grocery store",4.326032217015636,6.052965256920381,Thai
 it was marvelous ,3.77,7.21,Thai
" this recipe is a keeper, thank you for posting",3.9216002460865407,6.597873358738644,Thai
  /  /  mwils33  4 this recipe was absolutely delicious,4.980495953003272,6.797908598979304,Thai
" restaurant quality, and simple to make",3.889623194233034,6.6759639792094765,Thai
 i had never made kebabs and it was easy,4.32208,6.369328859060403,Thai
 marinated about 3 hours and it was plenty,5.49,6.98,Thai
" due to lack of grill, i broiled",2.24,3.68,Thai
 worked great,4.09967880085653,6.369942857142858,Thai
 one warning: do not spill this on a light,3.1099259467040676,5.525425340871299,Thai
colored sweater,3.7135034802784226,6.37820189274448,Thai
 but the dinner was worth it,5.43,7.16,Thai
"  /  /  cooking in ct  1 see 1  excellent, very authentic tasting",4.464060035638082,6.609427492211838,Thai
" we grilled the chicken, but i didn't have time to baste it or marinade it very long",4.260863970588235,6.005493670886076,Thai
" so instead, i mixed the coconut milk in with the marinade",4.163707224334601,6.258571428571429,Thai
" it was still excellent, even with the changes in implementation",4.421167717899647,5.817227776276681,Thai
 a new favorite,4.802330097087378,7.565245398773005,Thai
  /  /  kim  1 i made this for my very fussy family and they all loved it,4.694599093578705,6.789666012093662,Thai
 it was so easy to make and is a new weekly favourite,4.562508961678705,7.048282263671527,Thai
 it is a delicious recipe,4.6460678642714575,7.097230320699708,Thai
 thanks rita,4.05,7.73,Thai
  /  /  learner of world cu  1 i marinated by chicken strips for almost 24 hours then cooked on a george foreman grill,4.135294563839148,6.412679026770533,Thai
 very good,5.43,7.47,Thai
"i was looking for a recipe similar to the thai chicken pasta dish at cheesecake factory, and this was very close",4.214131736882574,6.500839120587307,Thai
" to bring it closer to the cheesecake factory dish, i added two cut up chicken breasts, which i cooked until it turned white before adding the carrots and vegetables",4.018729521519232,6.017665454869535,Thai
" also, i increased the peanut butter by a tablespoon, doubled the chili sauce, and topped the final dish with fresh bean sprouts",3.4428417682788974,6.048021372018723,Thai
 one more thing,2.67,6.09,Thai
 whisk the sauce ingredients before adding it to the vegetables to make a smooth sauce,4.106566031816794,6.444269926601535,Thai
 my whole family loved this,4.9467683560643785,7.672648126050217,Thai
  /  /  michellebelle61  12 thank you so much for this recipe,3.918,7.339036544850497,Thai
 i have made it quite a few times since finding it,4.735632538476049,5.786971493785199,Thai
" last time i cut up chicken breasts and cooked them first with garlic, and then added them to the veggies and sauce while the sauce was thickening",4.152835654955848,6.234780426408027,Thai
 very good,5.43,7.47,Thai
 *i don't use sesame oil and i cut up fresh broccoli and carrots  /  /  jusme  4 i hate being that guy that changes up recipes and reviews them (giving it a 5 star anyway) changes i made: ,4.610263681061019,5.2535937817642875,Thai
2 cups fresh veg (broccoli and red pepper) instead of frozen veg ,3.9915953868332537,5.765696928210833,Thai
added whisked egg while it was being stir fried together ,5.933232558139536,5.1202893890675245,Thai
"garnish with peanuts, cilantro and a lime wedge for spritzing after that, very authentic and amazing",4.727898470405675,6.972073342736248,Thai
 cheers  /  /  jon b,6.12,7.58,Thai
"  3 see 2 replies yum, yum, yum",4.630955414012739,6.037304687500001,Thai
 i was craving thai noodles and this hit the spot dead on,4.997723107024492,4.405292213113569,Thai
 i cut the sesame oil down to a little over 2 tablespoons and used shredded cabbage instead of frozen veggies,4.573489450565182,4.182414559002651,Thai
" once plated, i squeeezed a little fresh lime juice on top",3.4185240947201168,6.524970667481858,Thai
 thanks for posting,3.9938669438669443,6.359337979094077,Thai
 i'll be making this again and again,3.8261469933184857,6.212851711026616,Thai
  /  /  lucky in bayview  2 very good,6.034046242774567,7.874382470119521,Thai
 i added chicken with the garlic and ginger,3.2,6.17,Thai
" instead of using the frozen stir fry veggies, i used fresh broccoli, which i added once the chicken was cooked",4.572624120899828,5.4691716767677185,Thai
"garlic sauce, i used sriracha hot chili sauce",4.103877044392523,5.337940780033914,Thai
 the dh called it awesome,5.049640287769785,6.4475,Thai
 :) thanks for sharing,4.05,7.73,Thai
wonderful,4.57,7.41,Thai
  this exactly the same tea i have been served in thai recipes and have tried to duplicate for some time,4.474456076136755,5.698870584835015,Thai
  really delicious and unique,4.3970796263109335,6.866610209142376,Thai
  the color is gorgeous ,4.829326732673267,7.287337461300309,Thai
 the orangey color of the tea topped with the creamy half n half makes a striking presentation in a clear glass,3.8376126906956722,5.768312595784286,Thai
  note:  only thai tea leaves will produce the unique color and taste,3.5061566686518835,6.718698785000306,Thai
"  i found mine in an asian market in a giant bag, but have also seen them for sale in online asian markets",5.063200488323553,5.962474083016533,Thai
  /  /  heatherfeather  8 see 1  very good,4.579999999999999,6.901372549019607,Thai
"  i would recommend making twice the default amount listed here (6 servings), as it'll be consumed very quickly",4.5279393679068605,5.951456611357424,Thai
"  i had great results with substituting sweetened condensed milk, ~2",4.80724609375,6.566261398176293,Thai
" per serving, and reducing the sugar to ~5 tbs",5.139257540603248,5.457320872274144,Thai
 for six servings,5.41,6.06,Thai
"  

this drink is absolutely necessary to survive tom yum gai or koong, the famous thai hot & sour soups",4.910531478356447,6.016164710274439,Thai
"  /  /  meganmcartwright  3 just a little note, intead of adding sugar and half and half, a lot of thai cooks (including my mom) just top this with sweetened condensed milk",4.816886529991943,6.306327254426058,Thai
" i don't add cinnamon to my recipe, but otherwise it is the same as this one and is really delicious",3.8549596369287364,6.460902247246647,Thai
  /  /  shimmerchk  3 i used strong black tea as one reviewer had suggested and it was amazing,4.406554554503025,6.1659683318306175,Thai
 it's a great recipe that i can't wait to make again,4.47328537846269,5.807868743785216,Thai
  /  /  jonathan melendez  very detailed recipe,4.4021739130434785,6.489639639639639,Thai
 here's another video recipe of thai iced tea http://www,3.460692022766284,6.6970017537202455,Thai
v=olxx6jq84q0  /  /  thai iced tea ,2.05,6.56,Thai
i did this in a rice cooker and experienced a few problems,5.756045627376427,5.1485714285714295,Thai
  i would probably be best advised to follow the recipe,4.13680403326149,6.384645669291338,Thai
"  however, i corrected the problems and found the extra work to be well worth while",4.3385881868294645,5.9447493793469395,Thai
  coconut milk and rice are just a natural match,3.788421020579158,6.363702125024728,Thai
  great side dish,4.901230420735621,5.864118476727786,Thai
  thanks geema,4.05,7.73,Thai
  /  /  tebo3759  5 what a nice change of pace from the usual rice side dish,4.9757809523312435,5.636472860730152,Thai
  nice and creamy from the coconut milk (i used 'lite') and the tumeric gives it a nice color,4.367978847918973,6.235703161456886,Thai
  ginger and pepper flakes give it just a little extra flavor but not too much,3.9237205571640974,6.99892408123791,Thai
"  i used brown rice instead of white, so did have to cook it a little longer",4.360361173814899,5.2851038575667655,Thai
  this would go so well with an asian,4.70968814968815,6.98699604743083,Thai
"inspired meal, and i'm off to find something",4.748571428571429,6.779999999999999,Thai
"  thanks geema, for the great recipe",4.223670857477819,7.337765592871831,Thai
  /  /  yogi8  5 i loved it,6.38,8.64,Thai
 great simple flavors,3.3767658730158727,7.316878612716762,Thai
" i did add almonds, but i toasted them",4.0,6.23,Thai
" and i didn't add the crystallized ginger, but would of",4.0,6.23,Thai
 it worth going to the store for just the garnish,5.793424369747899,5.723551401869159,Thai
" if i had company i would of, and i know it would of been very good",4.895379470895149,6.609221844849871,Thai
 i did add a bit of cilantro for a little color and a bright flavor with the rich coconut milk,4.860787402237051,6.281706885260331,Thai
  i enjoyed the bright flavor,5.004459132437129,7.352793296089384,Thai
 just a bit of fresh bright green color to me is all i needed,4.149378042598237,6.244238545353291,Thai
"<br/><br/>second, i followed cooking directions for the rice that was on my package",3.5987810473550903,6.009261370893762,Thai
 i used basmati,4.26,4.6,Thai
" i checked my long grain, basmati and jasmine and they all had different times, so i think maybe that is why people said it took longer to cook",4.871460895154169,6.022974260161016,Thai
  my package direction said 25 and that is just about how long it took,5.39,4.76,Thai
<br/><br/>i think it is just common sense to check,3.759739392201051,5.966831484691635,Thai
 not all stoves or pots cook the same,4.44,6.16,Thai
 i just cooked until tender,4.642441314553992,6.719367088607595,Thai
 cooking times to me are a guideline and should be used that way,4.223026342026174,5.625910979592462,Thai
"<br/><br/>also, follow the ingredients as is",4.1,5.66,Thai
  a recipe like this really benefits from fresh ginger and the red pepper flakes,4.588673496851653,6.773753475976126,Thai
 that is what sets this aside from other rice dishes,4.643181818181818,5.19873417721519,Thai
<br/><br/>very nice dish,4.935867158671587,6.27748051948052,Thai
  i served it with a thai chicken and loved it,4.9857386320252886,7.28445667125172,Thai
 have just a bit leftover for lunch tomorrow,4.063760869565218,5.432105263157895,Thai
 i sliced up the little bit of leftover chicken for a perfect light lunch,3.9128716956283367,6.021311603315913,Thai
<br/>thx for a nice recipe<br/>kim  /  /  sarasotacook  4 just used this recipe after having wonderful coconut rice at a local thai restaurant a few days ago,4.507022150975136,6.322857366347303,Thai
this recipe made coconut mush when used into the entire can (organic,4.096684290841333,6.025303762282635,Thai
5 oz )including the coconut cream in the can,3.7851561105165983,6.497860394537177,Thai
i tried to correct it by adding a bit more water & bumped up the flavor with a few extras,5.047562891748991,5.804694648961966,Thai
slightly sautéed minced garlic in 1 t peanut oil,3.8494129554655867,5.213014492753623,Thai
a pinch of saffron then added 1t shredded coconut  after it was done but  since most other recipes require more water i would watch the amount of coconut cream you add from the can it will come out too thick & pudding like,4.202194254521924,6.253614818848788,Thai
no at all pro style,4.179467680608365,6.577372881355933,Thai
  3 see 1  we loved the sweet/hot flavor that the ginger added,4.829779816513761,7.585572330011205,Thai
" this was almost dessert, creamy and delicious  /  /  chia2160  3",3.9814285714285718,6.954418604651163,Thai
a delicious sweet and savory curry,4.320805970149253,7.070451025383623,Thai
 not only was it easy but it was so tasty too,4.930299401197605,6.990409836065574,Thai
 i can't recommend it enough,3.71,6.52,Thai
  /  /  jonathan melendez  1 wow,6.39,7.46,Thai
"  i took the leftover can juice from the pineapple chunks, and added a tablespoon of wasabi mayo (found in the asian market when i went to get these ingredients)",4.4246750243428785,5.806640643411099,Thai
  used this as a dressing / marinade for cucumbers,4.26,4.6,Thai
  wow ,6.39,7.46,Thai
"  anyway, the red curry paste that i bought didn't really provide the ""heat"" my family likes, in fact, hardly any at all",4.639258491077751,6.459694240772197,Thai
"  i used the 2 teaspoons of this red curry paste, and then added a teaspoon of crushed red pepper flakes (for more moderate, you might try 1/2 teaspoon of pepper flakes)",5.305812307584125,5.302814829427796,Thai
  <br/>that did the trick,5.95,5.22,Thai
"  added the pineapple chunks just before the final heating, and a sliced baby bok choy & some flat peas",3.8838068686533838,6.574649096621036,Thai
  <br/>         thanks for this recipe ,4.257373271889401,7.2665680473372785,Thai
 will be making again  /  /  leos mom  1 amazing,4.133527819071961,6.914290971742009,Thai
" i used extra ginger, 4x the curry paste",3.7219504785052404,5.5532221372586505,Thai
(we like it hot) for protein i used 1 cicken thigh and 1 lb of fresh tilapia,3.360255222113021,6.286067468213016,Thai
 sooooo good,5.43,7.47,Thai
 oh and i also substituted light coconut milk,3.946458667942453,6.365136427006572,Thai
  /  /  luluaz  1 very yummy recipe,4.463660130718955,7.152824858757063,Thai
  made it vegetarian by using potatoes and red peppers in place of chicken and omitting the fish sauce,3.8244141242051777,5.8958141657195915,Thai
"  otherwise, followed the recipe exactly",4.27624703087886,6.061347517730496,Thai
  my picky husband raved (doesn't happen often,4.2230494281575925,5.350808580858086,Thai
 wonderful flavor,4.488720000000001,6.911016949152543,Thai
  thanks,4.05,7.73,Thai
  /  /  chefingwithchefmama1  1 loved this recipe so easy to make and so tasty  /  /  karen r,4.82046467742619,7.436095490422121,Thai
amazing,6.05,7.72,Thai
 i changed it up just a weeee bit and added both green and red pastes along with 4oz of peanut sauce oh and some green and red pepper and about 1 tables spoon of cut onion,4.3733195697698495,5.6810512554546975,Thai
 it’s the most amazing panang i have ever had,6.05,7.72,Thai
 i go to restaurants all over the world and i think i actually just took everything i liked about all those visits and thru it in a pot for a cpl hrs and bam,4.930973511435452,6.226865616700026,Thai
 omg so so good,5.43,7.47,Thai
" this recipe is here above, awesome",5.095559845559845,7.31840579710145,Thai
" add ur own flair, doesn’t hurt but the recipe here even as a stand alone is so so good",4.441823862258113,5.27583049480881,Thai
  /  /  super s,4.25,7.05,Thai
