instruction_sentence,arousal,valence,cuisine
 as soon as the foam begins to subside add the mushrooms and toss and shake the pan for about five minutes,4.966016778466097,5.682868514813135,French
" as soon as they have browned lightly, remove from heat",6.628940259862816,4.9843384375384865,French
" to finish the stew: when the meat is tender, remover the casserole from the oven and empty its contents into a sieve set over a saucepan",3.5204810457007456,5.507946821063311,French
 wash out the casserole and return the beef and bacon to it (discarding the bits of carrot and onion and herbs which remain in the sieve),4.430495219344089,5.932612083688211,French
 distribute the mushrooms and onions over the meat,4.3,6.62,French
" skim the fat off the sauce and simmer it for a minute or two, skimming off any additional fat which rises to the surface",4.151412992812001,4.752360064735755,French
 you should be left with about 2 1/2 cups of sauce thick enough to coat a spoon lightly,4.1594754317180165,5.837087318999561,French
" if the sauce is too thick, add a few tablespoons of stock",4.233215894232166,6.339281671198149,French
" if the sauce is too thin, boil it down to reduce to the right consistency",3.936519253970688,5.925840266718151,French
 taste for seasoning,3.6663080684596574,6.5119865319865315,French
 pour the sauce over the meat and vegetables,4.139804772234273,6.600549450549451,French
" if you are serving immediately, place the covered casserole over medium low heat and simmer 2 to 3 minutes",4.728394344842531,5.098635436177929,French
" serve in the casserole or on a warm platter surrounded by noodles, potatoes or rice and garnished with fresh parsley",3.151994538204821,6.277801541792659,French
" if serving later or the next day, allow the casserole to cool and place cold, covered casserole in the refrigerator",3.846801170820039,6.009520906234711,French
" 20 minutes prior to serving, place over medium low heat and simmer very slowly for ten minutes, occasionally basting the meat and vegetables with the sauce",4.197194397227966,5.0779940500609975,French
 preheat oven to 400 degrees,2.95,6.16,French
 rub the chicken breasts with drops of lemon juice and sprinkle lightly with salt and pepper,4.227487493365087,6.261351537368817,French
" heat the butter in a heavy, oven",4.082664755448279,5.318983758104899,French
"proof casserole, about 10 inches in diameter until it is foaming",4.15,6.38,French
 stir in the minced shallots or green onion and saute a moment without browning,5.4348328222006135,5.554405002758874,French
 then stir in the mushrooms and saute lightly for a minute or two without browning,5.175776409390884,5.541884066994583,French
 sprinkle with salt,4.081880341880342,6.402310030395137,French
" quickly roll the chicken in the butter mixture and lay a piece of buttered wax paper over them, cover casserole and place in hot oven",3.7560545909849665,5.5832518512112355,French
" after 6 minutes, press top of chicken with your finger",4.380721963581003,5.840704540472037,French
" if still soft, return to oven for a moment or two",3.8305828145559517,5.673893235491879,French
 when the meat is springy to the touch it is done,4.908620702457859,6.595671742352783,French
 remove the chicken to a warm platter (leave mushrooms in the pot) and cover while making the sauce (2 to 3 minutes),4.639600418338584,5.736671860236479,French
" to make sauce, pour the stock and wine in the casserole with the cooking butter and mushrooms",4.051135109167048,6.000037033129565,French
 boil down quickly over high heat until liquid is syrupy,5.766754605890912,5.369615771300313,French
 stir in the cream and boil down again over high heat until cream has thickened slightly,5.672187805405663,5.785031192587355,French
" off heat, taste for seasoning, and add drops of lemon juice to taste",4.7062849608909,6.293443544241158,French
" pour the sauce over the chicken, sprinkle with parsley and serve immediately",3.833164096874909,6.19965774851973,French
 preheat the oven to 400 degrees f,2.95,6.16,French
" melt the butter over low heat in a small saucepan and add the flour all at once, stirring with a wooden spoon for 2 minutes",4.354409324072941,4.844275860859888,French
" slowly pour the hot milk into the butter–flour mixture and cook, whisking constantly, until the sauce is thickened",3.7741004200976516,5.3695581053377275,French
" off the heat add the salt, pepper, nutmeg, 1/2 cup grated gruyere, and the parmesan and set aside",4.788361656704973,5.764437204953019,French
" to toast the bread, place the slices on 2 baking sheets and bake for 5 minutes",4.105154404312796,5.937620699077733,French
" turn each slice and bake for another 2 minutes, until toasted",4.726286322986598,5.417149773209731,French
" lightly brush half the toasted breads with mustard, add a slice of ham to each, and sprinkle with half the remaining gruyere",4.220191108174955,5.728223996571305,French
 top with another piece of toasted bread,3.9726568979817527,6.036268831754623,French
" slather the tops with the cheese sauce, sprinkle with the remaining gruyere, and bake the sandwiches for 5 minutes",4.148429193174679,5.883687525752732,French
" turn on the broiler and broil for 3 to 5 minutes, or until the topping is bubbly and lightly browned",3.7928252694911,6.049144142177197,French
 serve hot,4.7426415094339625,5.281547987616099,French
" finely chop the onion and mince the garlic & place it in a large heavy bottomed pan with the meat or chicken, ras el hanout &  a little olive oil",4.076165619533027,5.205890459753041,French
 fry gently to seal the meat/chicken,5.55,5.62,French
 i use my pressure cooker pr large cast iron casserole for this,4.511496889984833,4.918410848964804,French
 cut the potato into 1/4's and roughly chop the swede,4.082233828050111,4.518778058175057,French
 chop khourchef or celery into roughly same size as carrot,5.33,4.0,French
 add the vegetables to the meat along with 1l of water and turn up heat so they begin simmering,4.513334100767366,5.826589392396202,French
" if using the chilli add it now, along with salt and pepper",4.273096274972935,5.621294028587968,French
 if cooking in a regular pan then cook for 40 minutes like this,4.121675572780746,6.04670554203793,French
 if using the pressure cooker as i do then 20 minutes will be enough,4.043236846808877,5.263979593174992,French
" add the tomatoes, chick peas and dried mint and 1/2l more water or enough to create a 'stew' consistency",4.121594301083066,6.576150970523645,French
 return to heat and cook in pan for further 30 minutes and if using pressure cooker then cook on med to high for a further 25 minutes,4.525586796455997,5.357265915108429,French
 take a 500g pack of medium couscous and pour into a gas'a if you have one,3.9624822695035453,5.563826815642458,French
 if not find the biggest bowl you have,3.966254356114961,5.890791599353797,French
 pick out any 'bits' and sprinkle water ,4.699397691291267,6.159609962685783,French
 about 50mls and a tsp of salt over the couscous and using your hand rub 1/2 tsp of oil through the couscous to stop it sticking,4.454221509897457,5.2281508317412015,French
 fill a couscousier or steamer half full with the couscous (as it swells),3.9663404255319152,5.876744868035191,French
" when you 1st notice steam coming from the couscous, count 10 minutes",5.797017813243996,5.42808510638298,French
" after that remove from the steamer, place in gas'a and use your hands to 'open' the couscous (rub it together between hands to remove clumps)",5.067908790884868,5.043084527928819,French
 this is very hot and you need to keep wetting you hand with cold water and sprinkling a little on the couscous,4.094543261849404,5.70472802822478,French
 return to steamer when thoroughly opened,5.039662288930582,5.482886597938144,French
 repeat process of steaming and opening twice more,5.62,5.46,French
 finally remove from steamer and place back in gas'a,4.67700550541049,4.809347826086956,French
 open for final time and rub a tbsp of ghee or smen into the couscous along with 2tsp of butter or margarine,4.0628804166315975,5.851097519294815,French
 add salt to taste,4.581411411411411,6.325417957018149,French
 serve the couscous in the gas'a with sauce on top as traditional style or in tagine etc,4.1084259455510335,6.296108618226534,French
 usually we place the meat/chicken in place ,2.95,5.56,French
 1 for each guest and decorate the couscous with the veg before ladling some of the sauce over the top,4.3976125157974195,6.603773880237598,French
" if you used the chilli, put it on a plate and let people help themselves to it",4.402786144166881,5.786497364523827,French
 put all the ingredients in your blender and blend for 1 minute,4.4571974522293,5.274842105263158,French
 scrap down the sides and blend for an additional minute or until smooth,4.330705402361236,5.692035932525609,French
 use an upside down crepe pan and follow instructions or,4.377615610173423,5.7048347253157266,French
 use a non stick skillet,4.26,5.64,French
 you do not have to use additional oil or fat,4.193619157936479,4.6758955004341,French
" pour a little batter in the pan, just pour in enough batter so it will thinly coat your pan,  tilt the pan to spread the batter evenly on the bottom of the pan cook over medium heat for a couple of minutes until the bottom is light brown, flip and cook for a few seconds more remove from heat and stack on a plate with wax paper between them",4.273579759842257,5.059734115852791,French
 heat olive oil in a large skillet ,5.045834586466166,4.572727272727272,French
" fry the bacon until nearly crisp & then add the onions, garlic, & carrots",5.252887173164346,6.131107514712801,French
 cook over a high heat until they are just soft on the outside & turning a golden colour,4.668768478703763,6.217615079625072,French
 drain well & remove from pan,4.739828658804801,5.279302739564654,French
 add to crock pot or le creuset casserole dish,4.438242852553806,5.969156376085097,French
 add sausages and brown ,4.0,6.23,French
 remove & add to onion mixture,5.811096491228069,4.722222222222223,French
 add pork chop pieces & brown ,3.9072727272727272,5.374111842105263,French
 remove and add to above mixture,5.811096491228069,4.722222222222223,French
 make up chicken stock and add wine,4.0871615294131045,6.1345373448900435,French
 mix tomatoes in with stock & teaspoon of sugar,4.761841909639051,6.421680586763896,French
 pour stock and tomatoes over the cassoulet in crock pot or le creuset ,4.169017969076473,5.964180896258736,French
 add bouquet garni & give everything a good stir,5.522383531727929,6.721514778663479,French
 add the beans and stir well again,5.583951272756672,6.310847728262448,French
" sprinkle breadcrumbs on top and cook for up to 6 hours on high in crock pot or in le cresuet for 3 hours in a slow oven with the lid on, 150c/300°f",3.5560391714962405,6.037768015758248,French
" half an hour before serving, take lid of le creuset to brown the top",4.8712210526315785,5.967392739273927,French
" it's difficult to brown in a crock pot, but it's not that essential to brown the top, as the reason behind the breadcrumbs is to soak up some of the juice & make a crust on top",3.703519379642376,5.809556058139396,French
" if your crock pot is the type which you can put under the grill, then do so",3.72967319231089,5.674951822077813,French
 serve with mountains of fluffy mashed potatoes & stir,4.9947487161300215,6.143805510206665,French
 note on sausages: try to use very good quality high meat content sausages,4.510803576740609,6.382768704308748,French
 in france toulouse sausages are mainly used ,4.26,4.6,French
 they generally have a meat content of at least 85%,3.798042105263158,6.657068062827225,French
 good quality english style sausages are also good ,4.943560670425581,7.028478067245602,French
 i have a recipe posted for some english sausages: recipe #190045,4.812143906020559,6.306994818652848,French
" however,  any kind of sausage can be used and in the past i have used: choritzo, italian style, chipolatas etc",3.957781016099695,6.18338461980491,French
" the pork chops can be replaced with chicken pieces, lamb steaks or confit d'canard ",3.2788687519430777,6.170794525291312,French
" preserved duck, if you are lucky enought to have some",5.7138410596026485,7.278048780487804,French
 traditional oven method,3.285036496350365,5.900645161290322,French
" preheat the oven to 120 degrees c or 248 f, gas mark 1/2",4.7955907272892135,5.51351262709085,French
 season the leg of lamb with salt and pepper to taste,3.7775928441484283,6.338057222385226,French
 put the casserole or roasting tin on the hob and brown the lamb thoroughly on all sides (it is important to do this now as the meat will not brown in the oven),3.9173432210477683,5.897445967583484,French
 if the lamb sticks add a little oil to the casserole,3.845186543329627,5.360697511688807,French
 use the cooker extractor fan to disperse any smoke,4.275879842598237,5.389145844265935,French
 drain away any fat that has gathered in the bottom of the pan,3.6818143638386167,4.210481060912335,French
 add the vegetables to the casserole along with the white wine and stock,4.477621633492384,6.235868522816238,French
 season and bring to the boil,3.2,6.71,French
 put on the lid or cover tightly with tin foil and place in the pre heated oven,3.612574715692805,5.554522318012415,French
" bake for 7 hours, turning twice during this time",4.604438871127769,5.558868408001323,French
 the meat will be cooked after 5 hours and offer no resistance to the knife,4.411860269737959,5.86604589365662,French
 the meat requires no resting time when cooked in this way,4.478643370379398,5.988402746931083,French
 transfer the meat and vegetables to a serving platter,4.815881057268722,6.064038461538463,French
 strain the meat juices into a jug and pour or blot away the fat with kitchen paper,3.9159932335487464,4.92428249842603,French
 pour the juices into a pan and boil vigorously until reduced by a quarter,4.406713286713288,5.129586776859504,French
 adjust the seasoning and add the armagnac or madeira,3.156234718826406,6.313753943217666,French
 garnish the lamb with the sprigs of thyme and serve with the sauce,4.209936156553168,5.911714479757518,French
 use a spoon to carve and serve the lamb ,4.30737444632914,5.643224057865934,French
 a la cuillere as the french call it,3.29,6.18,French
" it will be tender, succulent and delicious ",4.040702499649314,6.681536213797616,French
pot cooking method,4.01162861423556,5.9385504539086265,French
 carry out steps 3 and 4 as shown above,5.788066473718607,5.750475447602808,French
 then place into the crock,2.95,5.56,French
"pot and cook on high for 2 hours and then on low for about 6 hours, or until the lamb is cooked as instructed above ",3.7940925266757284,5.770412185314089,French
 soft and spoonable,4.63,7.12,French
 serve as before,5.41,5.46,French
 the optimal choice of pots is a steel or cast iron medium sized pot (2 quart) with an enameled interior,3.892917322389516,5.557500235735884,French
" in a medium sized bowl, combine the three cheeses and toss with the flour",4.27,5.42,French
 rub the inside of the fondue pot with the garlic halves,4.1660753880266075,6.110198019801979,French
" add the wine and heat over medium heat until hot, but not boiling",5.765545795227945,5.0969718846508645,French
 stir in lemon juice and kirsch,5.726590920072617,6.017891742857596,French
" add a handful of cheese at a time to the wine mixture, stirring constantly and not adding more cheese until the previous has melted, bubbling gently and has the appearance of a light creamy sauce season with pepper and nutmeg",3.9689751554319765,6.271724655536861,French
 remove the pot from the heat and place over an alcohol safety burner on the table,4.4517927859800785,4.927157066133019,French
 adjust the burner flame so the fondue continues to bubble gently,5.431501508470642,5.258832051710687,French
 serve with plenty of crusty bread cubes,4.8969416785206255,6.31408520841018,French
" heat the olive oil in a large, heavy",5.06546644249557,4.421620862136795,French
" add the onions and cook gently, stirring often, for 10 minutes",4.109910842680472,5.734534363562425,French
" add the chopped green peppers to the onion, mixing well",4.279211484305241,6.830105657364905,French
" cover the pan and cook gently, stirring now and then, for 10 minutes",4.40607567348023,5.509523864356037,French
" add the tomatoes, garlic, bay and thyme",3.616296296296296,6.827972972972973,French
" season with sugar, cayenne pepper, salt and freshly ground pepper",4.053321799307959,6.006686555355936,French
" cover the pan and cook gently, stirring now and then, for 25 minutes",4.40607567348023,5.509523864356037,French
 mix the beaten egg into the pepper mixture,4.5596958174904945,3.8649560117302055,French
" cook uncovered for 5 minutes, stirring often",4.44,6.16,French
 serve the piperade at once garnished with bayonne ham,5.41,5.46,French
" sift flour, salt and nutmeg together in a bowl",3.9975117370892015,5.642941176470589,French
" pour eggs and 1/4 cup water into middle of flour mixture, beat with a wooden spoon",5.1524363890283915,5.502066816561715,French
" add enough water to make the dough slightly sticky, yet keeping it elastic and stiff",4.558767609989545,6.022343545663038,French
" using a spätzle machine or a colander with medium holes, press the noodles into a large pot full of boiling salted water",4.362874813411767,5.538552458724749,French
 cook noodles in the water about 5 minutes or until they rise to the surface,4.400308143508351,5.830769438444925,French
 lift noodles out and drain on paper towels,3.6235512904607656,5.377971433349862,French
 brown noodles in melted butter over low heat,4.791833619731124,4.392273641851107,French
 preheat oven to 400ºf and lightly grease a cast iron pan,3.660355003443598,5.210955467746405,French
" sprinkle 1 cup breadcrumbs, cover the bottom evenly and set aside",3.971611406729,5.355839875906549,French
" in a skillet over medium heat, add oil and when hot, add onion",4.079122340425532,5.470961182994456,French
 sauté for 5 minutes,3.83,5.28,French
 add garlic and red pepper flakes,4.694615384615385,6.324260355029587,French
 sauté for 1 minute,3.83,5.5,French
 pour in red wine and cook for 1 ½ to 2 minutes or until absorbed,5.045401424856756,5.789827682765427,French
 spread onion mixture on the bottom of the prepared cast iron pan,3.598317071906433,5.446185308525708,French
 set aside,4.05,5.58,French
" using a mandolin, slice each vegetable with the same thickness of 1/4–inch",4.37667314801852,5.514951376897209,French
 precook squash and russet potato slices in the microwave for 5 minutes on “high”,2.8895101053926324,5.71880166613265,French
 let them cool off,3.43,6.82,French
 stack vegetables starting with russet potato slice then a tomato slice followed by squash and zucchini,4.131617203603836,5.6869137672582175,French
 repeat the same order so the tian looks well balanced in color,4.938948661262588,6.905286911452899,French
 arrange stacks evenly around the outside edge working towards the middle,5.392595837622072,5.488004597040654,French
" pour lemon juice over the veggies and sprinkle with herbes de provence, sea salt and black pepper",4.118307746857896,6.346130450902299,French
 cover tightly with foil and transfer to the preheated oven,3.83240099009901,5.728735632183907,French
 bake for 60 minutes or until tender,4.602209302325582,6.010486905201033,French
" meanwhile, make the topping by stirring gruyere cheese, breadcrumbs and clarified butter together",3.3906235011990407,5.655714285714286,French
 set aside,4.05,5.58,French
" after an hour, remove tian from the oven as well as foil",4.744812981028482,5.791356601909779,French
" sprinkle topping mixture evenly and return tian to the oven, uncovered",4.131872509960159,5.937425742574257,French
 bake for 15 minutes or until cheese is melted,4.253693048732147,5.829756154203437,French
 remove from the oven and let sit for 10 minutes before serving,4.315123168603237,5.202912232270855,French
 makes 8 servings,4.772190889370933,5.7949624060150375,French
 lay the diced eggplant out on a cutting board and sprinkle with 1 t,3.9171860790231436,5.558043354175129,French
 of salt,4.53,6.05,French
"  let sit for 10 minutes, then rinse away the salt and pat eggplant dry with paper towels",3.378155613896701,5.258994084083293,French
 heal olive oil in a large skillet or dutch oven over medium heat,4.415772425978425,5.565420366827785,French
  add onion and cook for 3,4.241290322580645,6.196147540983607,French
"4 minutes until almost translucent, then add garlic and cook for another minute or so, until onions are soft",4.145137373480858,5.928672998405128,French
" add in eggplant, yellow squash, zucchini, bell pepper, and fresh tomatoes",3.5796795745428334,6.197162859121626,French
 stir to combine thoroughly,6.771176470588235,5.359120879120879,French
"  add canned tomatoes (including liquid), breaking tomatoes up with a wooden spoon",4.377756504110823,5.519813278980415,French
"  stir in tomato paste, herbs, and seasonings",5.898072289156627,5.447916666666666,French
"  simmer, uncovered, over medium heat for about 20 to 25 minutes, until all the vegetables are tender and the liquid has reduced slightly",5.1980003648369655,5.041237296657511,French
 crock pot: combine all ingredients with the beef stock and cook on low 8 to 10 hours,4.089112422106903,5.372124768470173,French
 taste and adjust seasonings,5.22,6.66,French
 put the beef on platter and surround with the vegetables,3.8275588178439586,5.76600349076402,French
 keep warm,3.391322314049587,6.900634920634921,French
" strain broth, skimming off fat, and add the flour ",4.423835616438356,5.024486486486486,French
 mix well and heat up gently until thickened,5.863822937625755,6.220709677419355,French
 serve separately in a gravy boat,4.613991010564063,5.64017530318022,French
" slice meat and serve accompanied with pickles and horseradish, french bread and butter",4.2776584330443965,5.6983690510185925,French
" traditional: brown meat in frying pan, adding salt and pepper",4.414188235294118,6.331742857142858,French
 sprinkle a little flour over the meat while turning over,3.996084332898204,6.066389944460684,French
 place meat into oven proof casserole dish or le creuset,3.7843583238145246,6.120664446264889,French
" briefly fry bacon, onions & garlic",5.55,5.62,French
 add the carrots and then the leeks and beef stock,4.374682730923695,6.188098070643091,French
" put everything into a large le creuset or casserole dish, adding the turnips and potatoes last",3.710705882352941,5.768924028496217,French
 cook at low temperature (150c/300f) for about 5 hours or until the meat falls of the bone,4.48105961252195,4.839148275870165,French
" slice meat and serve accompanied with pickles and horseradish, french bread and butter",4.2776584330443965,5.6983690510185925,French
 serve the thickened jus in a gravy boat,4.406408455677026,5.986659265720403,French
" notes: depending on the meat being used, a pot au feu can be very rich",4.245929245959656,5.964590751527694,French
" if you would like a leaner version, prepare it the day before and allow to cook overnight",3.804816224748313,6.416079414293981,French
 once cooled the fat will rise to the surface and it can be skimmed off,3.4387800431480566,5.517748917748918,French
 the dish can then be re,3.8915245579567777,6.232386987748205,French
" for a pot au feu with a mediterranean flavour, modify the recipe by reducing the amount of meat, increasing the amount of vegetables and adding more herbs",4.539782077881221,5.4953093670753015,French
" beat the eggs, pepper and salt in a bowl",4.409563562608125,5.24579015993397,French
 stir in the herbs,6.223857142857144,5.5150549450549455,French
 heat 1 teaspoon each of the oil and butter in a nonstick frying pan over high heat,4.99903126633801,5.172288992446292,French
" when the oil and butter are hot, add half the egg mixture",3.7435416700513318,5.2123792653365655,French
 stir it continuously with a fork while shaking the pan for about 2 minutes to create small curds,5.422582142605868,5.4858398488067435,French
" when most of the mixture is solid, cook it without stirring for 10 seconds to create a thin``skin´´ on the underside of the mixture, binding it together",4.136591988678128,6.0582448678261285,French
 roll the omelet by bringing together 2 opposite edges,3.6535876288659797,5.866402640264027,French
 invert in a plate,4.21,5.72,French
 repeat process using remainder of ingredients to create a second omelette,4.972164760821266,5.912295186316798,French
" serve immediately, half an omelet per person",4.520667828739514,5.945059906610843,French
 crack the eggs into a small bowl and whisk,4.077794583253263,4.667802404234449,French
" add some salt and pepper, if you like, but do not add any water, milk, or any other liquids",4.189399399399399,6.169082217973231,French
 heat the oil or butter in a 9,4.692048,4.59350710900474,French
stick frying pan and pour in the eggs,3.9701098901098906,5.696537102473497,French
 in the first 30,4.9,7.33,French
"seconds of cooking, use a spatula to create 6",4.737913486572523,6.139390164491379,French
10 small cuts through the omelette,4.481052631578947,4.086376811594203,French
 this allows the uncooked egg on the top to flow down to the bottom of the pan,3.6651616183216116,5.611817787217672,French
" when the top is nearly set, sprinkle any fillings over half of the omelette and turn off the heat",5.253859535249173,5.627701646604267,French
" don't worry if some of the egg in the very centre isn't quite set, because the ambient heat will soon cook it",4.8261289817049295,5.285660144716979,French
 use your spatula to flip one half of the omelette over the other and serve immediately,4.083529938846916,5.502067131878779,French
" combine salt, pepper, garlic, cloves, bay leaves, star anise, and allspice berries in a small bowl",4.0877472961510755,6.070540841612294,French
 coat duck legs with spice mixture on all sides,4.110885334230513,5.950897874671174,French
" place on a rimmed baking sheet and transfer to refrigerator, uncovered",4.052534381020706,5.878586466797746,French
 let sit at least 24 hours and up to 3 days,3.691800947867299,5.558373983739838,French
 scrape aromatics off of duck legs and reserve,4.2067237633898475,5.479648600767127,French
" place legs in an even layer, skin side down, in instant pot",4.166924247305879,5.690644578223758,French
 place on saute setting,3.225313936555977,5.4835991091314025,French
" cook until golden, about 10 minutes",4.1586823529411765,5.563870967741936,French
" flip legs, add aromatics to pot, and top with lid",4.18420769844268,5.9378029106983945,French
 place on high pressure and cook 40 minutes,4.0184068572319624,5.514796016926013,French
 release pressure manually,5.342203389830509,4.99,French
 carefully remove legs from instant pot,5.6388204004235725,5.109269249632173,French
 you can either crisp the skin in a skillet over medium,4.070225225225225,5.959417475728156,French
"low heat and eat immediately, or transfer legs to a heat",6.268008564123302,4.7308110613316865,French
proof container or bowl,3.794684684684685,5.797056856187291,French
 cover with rendered fat from cooking,4.766569660270676,4.887524790465113,French
 let cool and refrigerate until ready to use,3.853802067997991,6.268646205357143,French
" for best results, scrape excess fat off of chilled duck legs and sear in a cold skillet over medium heat until skin is golden and crispy, flipping once",4.93867504331051,5.275475190692987,French
 preheat the oven to 275ºf,2.95,6.16,French
"  in a medium bowl, whisk the egg yolks with half of the granulated sugar",4.743194748358862,6.033380281690141,French
"  in a small saucepan, warm the cream with the vanilla scrapings and the remaining granulated sugar until steaming",4.1465653496899195,6.224043880531687,French
  gradually whisk the hot cream into the egg yolks until blended,3.892468893394515,5.612566883586406,French
  strain the custard and pour it into 5,4.78,3.71,French
ounce ramekins or shallow gratin dishes,4.153846153846154,4.593146067415731,French
 set the ramekins in a small baking dish and add enough hot tap water to the dish to reach halfway up the sides of the ramekins,4.606488019958452,5.683058411948609,French
"  bake for about 1 hour and 15 minutes, or until just set",4.5236276849642,5.823298969072164,French
"  let cool in the water bath for 10 minutes, them remove and let cool completely",4.721186711140168,6.117188129329231,French
  cover and refrigerate for at least 4 hours or overnight,5.28,5.32,French
  sift a thin even layer of the air,3.9321723415889784,6.1093526542366945,French
dried brown sugar over each custard,5.64,6.74,French
"  broil 1 ramekin at a time as close as possible to the heat source, until the sugar melts, forming a caramelized crust",5.098513190395789,6.061194788388906,French
  serve immediately,5.41,5.46,French
" notes: to air dry brown sugar, sift it onto a plate and leave it out, uncovered, for 1 day",3.8888800332400733,5.484088564502794,French
"  if it's humid, the sifted sugar can also be dried in a 250ºf oven for 20 minutes",3.7197766605245124,6.03703560778288,French
" put the milk, yeast, egg and 1 cup of the flour in the bowl of a heavy duty mixer",4.354445420133531,4.93903976513733,French
" mix the ingredients together with a rubber spatula, mixing just until everything is blended",3.86,5.8,French
 sprinkle over the remaining cup of flour to cover the sponge,4.369219720827305,5.669569562424156,French
 set the sponge aside to rest uncovered for 30,3.265471698113208,6.696734693877552,French
40 minutes,3.83,5.28,French
" after this resting time, the flour coating will crack, your indication that everything is moving along properly",3.920212765957447,5.982881355932204,French
" add the sugar, salt, eggs, and 1 cup of the flour to the sponge",4.0,6.23,French
" set in the mixer, attach the dough hook, and mix on low speed for a minute or two, just until the ingredients look as if they are about to come together",4.628119480546264,5.522017014943169,French
" still mixing, sprinkle in 1/2 cup more flour",4.22600782778865,5.800298507462687,French
" when the flour is incorporated, increase the mixer speed to medium and beat for about 15 minutes, stopping to scrape down the hook and bowl as needed",4.929757756595523,4.759879431899902,French
" during this mixing period, the dough should come together, wrap itself around the hook and slap the sides of the bowl",4.9837292620165,5.116652695567666,French
" in order to incorporate the butter into the dough, you must work the butter until it is the same consistency as the dough",3.6619009893524774,5.622597097808482,French
 you can bash the butter into submission with a rolling pin or give it kinder and gentler handling by using a dough scraper to smear it bit by bit across a smooth work surface,4.52946847518673,5.410791837483628,French
" when it is ready, the butter will be smooth, soft, and still cool",3.477127279192372,5.924353167180628,French
" not warm, oily or greasy",4.55,2.94,French
 with the mixer on medium,2.67,6.09,French
"low speed, add the butter a few tablespoons at a time",3.9700866563889887,4.973782333265216,French
" this is the point at which you'll think you've made a huge mistake, because the dough that you worked so hard to make smooth will fall apart",4.271519093227048,5.850827446273896,French
" don't worry, don't panic",7.02,3.12,French
 carry on,2.67,6.09,French
" when all of the butter has been added, raise the mixer speed to medium",4.768177198518314,6.291550810724033,French
"high for a minute, then reduce the speed to medium and beat the dough for about 5 minutes, or until you once again hear the dough slapping against the sides of the bowl",4.964057999200654,5.670534760090221,French
 clean the sides of the bowl frequently as you work,4.0354300886265655,5.591929338320373,French
 if it looks as though the dough is not coming together after 2,6.72886454749203,5.995167072361141,French
"3 minutes, add up to 1 tablespoon more flour",4.0,6.23,French
" when you're finished, the dough should feel somewhat cool",4.839380682572242,5.949996706862101,French
 it will be soft and sill sticky and may cling slightly to the sides and bottom of the bowl,3.9805292520592928,5.503141034096241,French
" first rise: transfer the dough to a very large buttered bowl, cover tightly with plastic wrap, and let it rise at room temperature until doubled in bulk, 2",4.759960554498377,6.07147416798115,French
" second rise and chill: deflate the dough by placing your fingers under it, lifting a section of dough, and then letting it fall back into the bowl",4.299816026085986,5.398021009902875,French
" work your way around the circumference of the dough, lifting and releasing",4.328031914893616,5.24,French
" cover the bowl tightly with plastic wrap and refrigerate the dough overnight, or for at least 4",4.761768842525917,5.594370567537511,French
"6 hours, during which time it will continue to rise and may double in size again",3.7126579484263686,5.9529453681710205,French
" after this long chill, the dough is ready to use in any brioche recipe",4.588352997904444,6.254799532898708,French
" storing: if you are not going to use or bake the dough after it's second rise, deflate it, wrap it airtight, and store it in the freezer",5.075752867729333,5.770247227940805,French
 the dough can remain frozen for up to a month,4.319085390478081,5.508897387420566,French
" thaw the dough, still wrapped, in the refrigerator overnight and use it directly from the refrigerator",4.578551587301587,5.38561403508772,French
 to bake in loaves: divide the dough into thirds,4.858403104483959,5.5217418032786885,French
" divide each section into 6 equal pieces, and shape each piece into a ball on a lightly floured work",3.6534194116410417,5.470438231182519,French
 place the balls side,3.8396873900203508,5.440873493975904,French
"side in a greased loaf pan so that you have 3 short rows, each with two balls of dough",4.439173048725259,5.400506488142464,French
 do the same with the other two pieces of brioche dough,4.317741002056321,5.68581209054425,French
" cover the pans with plastic and allow the dough to rise at room temperature for 2 hours, or until doubled in size",4.189641994406541,5.796459183143146,French
 preheat the oven to 375°f,2.95,6.16,French
" lightly brush each loaf with egg wash, taking care not to let the glaze dribble into the pan (it will impair the dough's rise in the oven)",3.8391142648098944,5.8174172489458575,French
 use the ends of a pair of very sharp scissors to snip a cross in each ball of dough,4.878457134957656,5.356937161731696,French
" bake the loaves for about 30 minutes, or until an instant read thermometer reads 200°f",4.4676837369098,5.770077696200728,French
 cool to room temperature on a rack,3.1367790457558966,6.076104380242311,French
 note: you could also use this dough to make the very finest sticky,4.860137694172561,5.597991486009021,French
"buns you've ever eaten in your entire life, or you can press it out in a deep dish pizza pan, cover it with cream cheese mixed with powdered sugar, the put fruit slices or berries over it for a very upscale""fruit pizza""",4.919638605238038,5.999972640118116,French
 preheat the oven to 375°f,2.95,6.16,French
 lightly grease or line a baking sheet with parchment paper or a silicone liner,4.316593047422685,5.203915748243318,French
" on a lightly floured surface, roll the dough out to about a 12",4.243198390643664,5.963877946920165,French
 place on the prepared pan and flip over a 1/2,3.525223471928351,5.7840613648916355,French
"inch border, using water to hold down the edges and then crimping with a fork",4.488297419961433,5.578184272076214,French
" whisk the egg white with 1 tablespoon water, and brush this over the edge of the tart",4.081832229580574,5.919794721407625,French
 prick the inside of the tart in several places with the fork,4.090777757069022,5.396157496804715,French
"bake until lightly browned and slightly cooked in the center, 12",4.743661971830987,6.395964285714285,French
15 minutes,3.83,5.28,French
 let cool slightly,3.43,6.82,French
